date,time,location_id,product_id,qty
1/9/2016,10:22,201,21,5
2/10/2015,13:40,227,6,5
4/30/2014,15:03,218,30,4
4/12/2015,13:57,290,20,9
7/23/2014,10:21,366,9,8
5/23/2016,15:47,116,12,10
3/27/2014,11:22,427,14,2
12/2/2013,10:57,85,20,3
12/25/2014,14:38,105,42,8
4/21/2013,15:59,277,10,1
8/8/2015,9:50,424,40,4
9/23/2015,11:19,406,8,6
5/1/2016,15:02,263,17,2
2/17/2016,12:20,439,18,6
6/30/2013,16:22,234,55,3
6/14/2016,15:31,121,4,3
8/30/2014,9:36,368,29,7
10/18/2016,9:24,471,15,8
4/18/2014,13:17,46,48,9
1/20/2013,14:51,302,34,6
9/4/2016,14:13,103,31,7
5/24/2015,15:05,180,32,1
2/3/2014,10:52,324,28,5
2/5/2014,12:15,392,12,1
12/27/2016,16:37,9,34,1
7/24/2015,13:07,383,7,4
10/10/2013,10:08,194,18,2
3/13/2013,13:54,290,47,4
6/18/2015,12:41,39,8,9
12/16/2014,13:25,362,53,7
5/14/2014,15:44,218,52,2
9/4/2013,10:07,17,37,10
4/3/2014,9:56,170,12,5
10/12/2013,11:27,318,47,9
6/3/2015,15:29,129,52,9
9/25/2015,9:31,29,53,3
11/11/2016,11:10,157,31,5
12/5/2015,13:43,203,37,8
10/5/2013,12:12,435,44,9
8/31/2016,10:21,503,2,6
1/3/2015,12:04,535,6,7
10/26/2014,15:19,408,57,10
4/22/2016,13:14,296,33,10
10/2/2014,12:08,422,7,10
10/27/2013,12:14,171,49,3
9/20/2014,9:00,188,55,3
2/9/2014,13:45,72,43,5
1/6/2015,11:52,278,49,10
3/28/2016,11:09,94,13,6
11/29/2016,11:32,24,21,5
3/29/2014,11:09,538,47,8
3/1/2014,14:01,69,22,1
12/31/2015,9:40,205,30,4
10/6/2016,12:06,372,26,8
11/27/2013,10:29,33,17,5
10/21/2016,12:16,235,24,8
6/16/2013,14:26,36,21,7
12/24/2014,15:17,98,51,3
6/6/2015,16:36,303,48,8
9/15/2016,14:02,146,50,1
3/14/2013,15:49,492,38,5
8/5/2016,11:28,432,41,6
10/10/2014,11:34,38,37,3
3/18/2014,13:37,260,56,1
4/25/2015,11:34,362,14,8
5/24/2015,12:29,108,55,4
1/24/2013,12:00,300,34,6
12/13/2013,9:45,172,43,2
3/2/2014,11:10,401,57,7
4/6/2013,13:46,126,53,7
1/8/2013,12:28,435,54,10
12/22/2016,14:57,190,55,5
5/30/2015,16:32,261,21,2
9/30/2013,11:59,543,57,10
5/19/2013,9:10,357,38,10
5/14/2014,16:47,218,21,5
7/30/2016,15:31,172,52,1
5/17/2013,12:32,235,44,2
2/1/2015,12:32,152,42,4
7/6/2014,9:04,498,22,5
6/28/2016,10:36,59,5,2
7/16/2013,12:19,329,21,3
7/28/2013,9:31,129,6,4
10/13/2015,9:34,164,36,3
6/8/2015,15:13,490,31,6
12/21/2015,11:51,523,40,8
4/5/2016,14:50,231,39,8
9/20/2013,15:38,491,37,10
2/19/2015,15:40,333,24,10
8/10/2015,14:41,14,18,2
9/22/2013,14:15,399,23,8
2/27/2015,9:00,325,6,3
8/13/2016,10:05,509,18,3
2/6/2016,12:04,202,54,1
2/1/2015,15:59,477,21,10
6/19/2015,12:38,345,5,6
4/8/2015,10:43,434,57,6
8/16/2013,11:37,334,39,7
4/7/2016,16:21,457,35,1
1/29/2014,15:46,333,55,5
10/3/2014,14:56,360,10,9
4/8/2016,13:15,367,50,5
5/17/2015,9:12,504,26,1
6/20/2014,11:55,401,34,2
3/5/2014,12:05,344,6,4
11/6/2015,13:18,353,12,7
5/31/2016,14:58,448,26,5
2/13/2016,10:04,247,6,2
5/17/2016,16:52,318,36,1
12/20/2013,11:33,174,48,10
5/29/2013,13:57,264,27,2
6/23/2013,9:22,233,38,4
5/20/2014,15:31,212,40,9
1/19/2014,15:45,426,11,5
7/17/2013,15:45,402,1,10
11/24/2016,16:11,10,18,7
4/23/2016,12:31,511,3,6
8/13/2015,13:55,188,15,1
5/17/2016,9:28,496,21,3
8/7/2016,14:33,545,3,10
9/11/2014,9:19,546,24,9
11/13/2014,16:44,19,54,4
8/31/2015,15:13,142,43,2
9/30/2013,15:23,381,32,1
11/1/2016,10:20,537,41,5
5/19/2016,9:27,54,57,3
5/14/2016,11:11,99,56,2
1/27/2013,13:09,447,51,5
7/12/2016,9:54,38,28,9
1/3/2015,10:43,540,45,4
7/26/2014,13:37,371,11,3
9/9/2016,12:43,131,50,10
1/12/2014,14:18,18,11,4
9/21/2015,10:58,260,1,6
11/15/2015,15:03,245,23,7
10/17/2014,9:33,422,4,8
3/9/2016,12:25,270,39,3
12/7/2015,14:52,394,11,3
4/16/2015,13:22,212,24,8
9/11/2014,11:23,130,13,4
1/27/2016,11:12,78,1,3
5/28/2016,13:02,185,44,3
4/3/2015,12:31,87,27,3
3/19/2016,10:50,181,12,4
6/29/2015,12:21,118,37,2
9/7/2015,9:40,125,1,10
1/6/2013,15:52,432,27,3
7/26/2014,12:01,266,43,5
12/5/2014,13:13,217,9,8
11/17/2015,14:28,518,42,5
4/26/2015,12:13,547,32,6
9/26/2013,14:49,30,44,9
7/9/2014,16:54,100,39,5
12/14/2014,11:07,485,13,5
3/19/2014,9:14,112,47,2
2/26/2015,10:41,223,17,9
6/26/2016,9:19,17,16,9
3/11/2014,9:25,525,43,4
10/12/2015,10:18,408,44,8
4/9/2014,10:52,226,57,3
11/14/2014,15:50,141,13,5
1/24/2014,12:55,301,31,3
11/24/2014,13:25,493,23,5
5/8/2015,15:13,512,11,3
10/6/2013,14:32,380,44,4
5/26/2013,15:06,308,53,3
10/15/2014,12:03,547,25,10
11/26/2015,9:32,135,29,1
11/8/2015,13:23,454,17,5
12/22/2013,9:19,286,5,5
10/13/2014,12:04,23,39,10
3/24/2016,11:29,48,17,1
12/6/2015,16:26,387,50,10
2/10/2013,11:57,543,36,9
5/5/2013,16:55,189,24,3
11/13/2013,14:37,158,21,4
9/8/2013,12:26,177,4,8
8/22/2013,10:55,225,6,10
6/25/2014,15:10,268,22,9
11/25/2015,15:47,482,40,6
8/6/2013,15:28,100,39,6
1/18/2013,10:51,283,23,5
2/19/2013,15:20,529,18,8
4/28/2016,13:42,165,41,7
4/6/2015,14:11,106,32,7
9/4/2013,9:17,121,14,1
9/20/2013,11:30,177,1,3
5/14/2014,14:25,137,38,1
11/14/2013,15:11,289,40,5
8/26/2016,10:16,65,13,1
12/23/2014,9:11,516,20,4
7/11/2015,14:34,221,16,7
8/5/2013,16:22,154,51,4
8/30/2014,11:20,119,50,1
6/11/2015,9:39,243,27,2
6/2/2015,12:47,30,36,4
9/3/2014,14:57,206,8,3
2/7/2013,16:46,510,38,1
12/25/2014,13:50,485,26,5
9/23/2013,13:18,266,24,8
4/7/2016,15:44,247,36,3
3/26/2014,15:48,414,46,2
1/1/2016,11:25,298,50,8
6/14/2013,10:21,185,14,9
3/12/2014,15:31,86,46,9
12/25/2013,16:49,257,5,3
10/2/2016,9:19,160,33,1
8/7/2013,9:42,320,50,4
12/31/2016,10:54,112,53,9
5/1/2016,9:33,156,21,6
12/2/2016,16:20,257,6,6
8/9/2015,16:10,495,39,1
3/16/2015,13:48,488,31,7
11/30/2013,12:29,114,49,4
9/8/2014,14:54,452,45,10
7/13/2016,15:54,324,46,8
5/31/2014,11:18,486,47,2
9/7/2013,14:58,424,33,6
10/6/2015,12:08,536,27,2
1/16/2013,16:34,383,25,2
7/17/2013,15:44,314,22,7
6/26/2014,13:25,162,48,8
8/11/2016,13:36,60,1,2
8/9/2014,15:35,522,16,5
12/22/2016,16:27,498,3,2
8/22/2015,16:34,135,54,8
12/7/2015,16:54,105,30,1
9/28/2013,12:01,509,51,10
6/5/2016,9:45,468,18,4
9/20/2014,9:09,468,53,8
8/21/2014,12:33,66,13,3
6/7/2013,10:33,333,44,6
3/19/2014,11:33,76,21,10
11/18/2014,16:41,103,11,4
5/3/2015,10:43,428,23,10
2/11/2014,9:44,545,21,3
8/31/2013,11:33,257,20,9
12/7/2016,16:06,431,51,6
8/16/2013,13:44,305,6,4
5/9/2013,13:18,309,23,1
2/28/2013,16:54,183,22,5
1/5/2014,15:42,536,3,9
12/12/2013,16:58,305,5,7
7/14/2016,12:41,300,49,7
8/29/2014,16:13,39,54,5
6/8/2013,12:02,423,2,8
3/14/2015,16:10,384,56,1
6/6/2014,9:48,333,49,9
1/23/2015,12:36,515,57,6
1/10/2015,13:43,99,15,4
11/26/2013,10:13,152,21,7
5/12/2015,13:15,206,41,1
8/24/2015,15:33,237,15,9
3/10/2015,15:49,413,38,5
3/2/2014,15:21,211,43,8
9/9/2014,14:46,494,4,3
10/5/2013,12:45,536,3,5
1/25/2014,14:59,184,1,6
7/14/2014,9:26,50,46,4
7/8/2015,10:09,197,21,4
10/3/2015,16:22,267,4,10
5/1/2013,13:30,88,19,1
4/24/2014,13:36,251,10,1
9/17/2014,11:50,226,10,3
1/31/2015,16:01,126,30,10
6/2/2015,10:14,262,47,4
10/30/2016,9:27,52,53,2
5/11/2015,11:20,186,12,4
8/27/2016,16:14,5,14,8
11/20/2014,9:42,164,17,3
2/3/2014,13:38,55,37,5
12/26/2015,16:49,461,8,8
5/12/2016,10:08,534,41,10
12/28/2015,16:26,169,55,5
9/20/2016,12:22,508,11,3
5/27/2016,10:37,333,8,4
4/27/2016,11:47,87,32,9
1/21/2013,12:37,537,45,1
7/16/2015,16:22,71,15,6
4/27/2013,10:01,162,7,1
4/25/2016,14:16,319,41,3
3/8/2014,16:52,369,39,6
3/18/2014,12:46,482,16,6
1/21/2013,10:26,479,41,8
2/3/2015,16:23,253,4,6
11/18/2014,9:00,226,9,6
1/24/2015,14:09,205,10,1
10/26/2015,12:18,88,35,2
8/9/2014,14:14,523,27,7
11/6/2015,16:31,361,38,6
8/4/2013,11:18,227,56,4
2/20/2015,15:27,74,30,6
1/3/2013,15:35,131,33,10
1/21/2015,15:56,480,5,6
1/16/2017,15:48,504,34,10
3/28/2014,14:54,432,1,8
10/3/2015,14:33,219,16,5
11/29/2014,10:13,165,8,8
2/27/2016,11:51,464,38,1
9/1/2014,11:07,171,1,3
10/9/2016,11:37,521,44,5
4/27/2016,13:45,151,45,5
3/10/2013,12:18,398,36,1
3/6/2014,12:48,51,22,6
8/9/2015,13:58,251,46,10
2/5/2014,11:07,13,14,7
1/31/2015,14:11,445,49,6
1/3/2016,9:31,346,40,4
11/1/2013,14:56,386,4,4
7/18/2013,9:29,537,20,8
10/18/2014,12:16,318,19,1
1/24/2016,12:50,389,38,8
4/18/2014,15:14,487,2,2
8/20/2015,16:28,92,34,4
11/21/2015,13:08,522,5,3
4/9/2016,14:55,297,15,8
5/14/2013,13:14,192,39,9
1/16/2017,13:50,492,37,5
4/10/2013,12:25,351,22,3
1/30/2017,11:30,230,47,6
2/12/2014,12:19,321,12,6
6/12/2016,11:56,434,27,5
10/8/2014,13:43,429,54,9
5/23/2015,15:15,452,10,9
6/3/2016,11:30,238,57,1
3/23/2014,11:30,77,35,3
5/3/2016,10:11,105,53,5
5/3/2015,9:18,158,46,1
8/12/2015,12:19,285,5,4
7/6/2015,14:09,482,30,4
12/2/2014,10:34,384,6,6
8/10/2013,10:46,390,28,4
6/6/2014,10:28,320,56,10
5/23/2013,10:20,159,53,2
4/25/2014,11:16,321,17,6
6/22/2015,14:52,38,20,2
7/18/2015,9:16,217,41,4
7/30/2016,9:45,196,28,9
5/7/2013,11:31,334,5,8
12/29/2013,15:53,216,46,7
9/20/2014,10:12,273,26,2
8/4/2015,13:27,353,38,2
3/31/2014,14:33,383,28,10
9/11/2014,11:55,4,49,8
3/2/2016,9:30,119,29,1
5/21/2016,15:24,388,57,8
7/15/2013,16:39,454,19,8
1/25/2013,13:57,270,37,9
5/17/2015,13:52,120,37,1
12/4/2016,13:51,227,18,8
11/29/2016,11:01,323,25,9
2/7/2016,11:55,541,42,6
3/19/2015,12:47,215,33,2
1/4/2017,13:47,376,15,7
3/12/2016,15:41,157,49,7
7/31/2014,10:36,188,9,5
9/6/2015,10:44,315,44,2
10/19/2014,15:05,134,49,4
3/19/2015,15:03,23,32,3
12/23/2013,11:50,12,30,8
11/30/2016,10:52,263,44,7
6/22/2014,12:48,97,42,6
8/23/2015,14:48,108,16,5
2/26/2015,15:14,487,50,2
4/3/2014,16:03,268,6,10
6/6/2015,13:03,418,33,10
10/6/2016,15:50,175,10,6
3/11/2013,12:51,152,16,2
3/4/2014,10:10,432,37,10
9/25/2015,9:04,151,43,4
7/7/2014,12:41,481,19,1
11/8/2013,9:15,248,57,5
1/7/2014,15:05,439,39,10
12/17/2014,16:20,356,55,10
6/20/2013,16:38,405,8,7
1/12/2014,16:05,553,26,2
3/25/2013,14:21,287,55,3
3/14/2016,10:53,264,39,3
10/20/2013,15:57,213,35,1
1/30/2015,15:19,224,23,6
10/17/2013,14:09,423,30,4
1/6/2013,14:53,292,16,1
1/5/2017,13:20,238,7,5
3/15/2016,10:53,363,36,8
12/23/2016,10:55,545,13,6
6/24/2015,14:51,155,7,7
11/29/2015,15:21,46,17,9
9/5/2016,16:11,547,18,1
8/20/2016,16:45,419,52,9
8/14/2013,14:21,237,17,1
7/13/2013,16:55,75,28,5
7/15/2016,12:38,185,40,4
4/15/2015,14:11,468,47,3
9/5/2016,14:16,179,44,2
5/16/2016,16:23,403,42,2
4/11/2015,9:25,168,24,8
10/7/2015,10:01,503,41,2
10/10/2013,11:58,391,21,2
12/3/2015,15:04,332,7,8
9/9/2013,16:33,36,18,7
4/28/2014,16:00,417,3,10
8/12/2014,15:39,469,13,1
8/29/2015,9:22,156,25,10
12/13/2013,16:08,250,23,6
3/18/2016,12:38,86,53,10
4/15/2015,12:10,290,49,4
4/18/2014,14:36,403,1,7
12/7/2013,12:32,211,55,9
7/26/2015,15:43,113,4,3
11/30/2013,16:04,535,20,8
10/19/2015,10:04,440,52,5
8/7/2013,13:43,470,55,7
5/15/2013,10:09,116,9,7
9/25/2015,15:40,242,9,2
12/18/2013,9:24,482,39,4
1/24/2015,9:14,47,16,3
4/3/2015,16:12,173,35,7
3/11/2015,12:06,116,29,4
1/6/2014,13:38,429,9,4
3/20/2015,10:41,63,1,3
1/24/2015,12:22,298,27,7
6/28/2013,9:15,74,13,5
12/17/2013,9:12,13,53,3
6/13/2015,13:33,258,36,3
11/28/2014,11:38,162,3,10
6/30/2013,12:10,414,33,9
11/2/2015,11:34,89,51,10
9/3/2015,13:13,346,27,5
6/27/2014,11:23,378,47,10
6/3/2013,12:33,72,38,6
3/18/2013,10:45,381,25,9
2/15/2013,15:33,245,48,10
4/7/2016,14:22,465,15,1
8/30/2016,14:34,167,53,9
4/24/2015,11:53,348,44,7
4/19/2013,13:34,452,50,4
2/6/2015,14:45,498,55,9
6/13/2013,10:31,87,51,3
12/23/2014,16:39,446,1,9
6/2/2014,14:10,407,16,1
7/27/2014,12:10,61,3,3
3/6/2014,11:43,262,34,8
9/1/2013,13:23,24,38,7
4/7/2013,14:41,372,28,6
6/6/2015,16:42,350,2,10
7/28/2016,11:41,150,13,8
8/22/2014,14:30,81,28,5
1/8/2017,15:56,123,37,10
2/23/2016,12:01,193,2,2
4/26/2016,9:11,431,4,5
1/1/2017,12:32,121,39,9
9/13/2016,9:45,87,3,9
2/3/2014,15:22,81,51,5
5/5/2014,12:22,483,11,8
7/24/2014,13:49,339,19,5
6/1/2013,11:28,317,52,8
10/5/2013,14:38,189,3,3
8/15/2016,9:14,480,54,2
2/8/2016,10:11,495,46,7
8/29/2015,14:11,351,47,4
7/16/2016,16:12,374,15,8
4/27/2015,12:25,287,12,4
11/6/2015,12:35,138,38,4
8/10/2016,13:44,155,55,9
1/28/2014,16:10,170,43,1
12/3/2015,12:56,207,25,2
5/25/2014,15:42,362,53,2
8/6/2016,10:02,329,22,10
4/4/2015,13:42,494,3,5
10/16/2014,11:45,356,21,1
6/9/2013,12:24,535,27,9
9/27/2014,11:29,459,54,9
3/12/2016,10:22,193,4,7
7/19/2014,15:18,284,37,10
2/5/2015,14:34,457,32,3
3/25/2015,12:43,241,49,3
2/5/2013,14:11,61,57,6
8/26/2014,10:15,492,19,7
1/21/2014,11:56,261,21,2
2/7/2014,16:09,198,54,3
5/10/2013,12:21,275,3,3
8/1/2013,11:45,220,3,4
5/29/2014,14:26,355,20,4
7/21/2013,12:03,211,16,10
6/28/2014,14:29,198,18,1
3/18/2013,15:51,145,2,4
2/16/2016,9:34,353,30,2
1/25/2017,11:10,531,25,10
1/18/2015,15:42,103,45,5
11/14/2015,14:59,397,11,7
2/6/2016,10:16,371,37,8
11/15/2016,10:56,309,3,7
4/12/2014,14:43,508,11,8
8/16/2015,13:25,494,44,4
6/18/2016,10:22,218,14,7
3/17/2013,9:35,454,17,4
5/8/2014,11:22,250,38,8
6/6/2014,12:42,428,54,2
1/3/2017,11:10,334,24,4
7/4/2016,10:25,337,27,6
10/4/2016,9:35,445,30,7
6/9/2014,11:44,316,10,9
5/25/2016,9:45,317,37,2
2/5/2015,15:38,196,19,4
9/22/2014,16:37,267,7,10
3/24/2014,11:57,197,36,5
9/3/2016,11:26,198,12,7
1/17/2016,12:53,134,7,5
12/27/2015,12:05,206,5,1
5/27/2014,9:03,243,20,9
7/25/2013,15:22,363,36,7
8/20/2013,15:13,376,18,4
1/12/2013,16:22,424,35,3
8/31/2016,16:40,282,16,10
7/7/2015,15:01,58,18,3
2/5/2015,10:26,439,30,10
12/22/2013,11:08,307,21,5
9/17/2014,10:42,487,4,9
3/17/2015,9:10,437,6,8
9/15/2014,14:00,418,34,6
8/29/2015,9:45,405,2,6
3/19/2015,11:01,343,29,10
4/2/2013,10:49,189,7,3
2/27/2014,15:52,232,56,2
7/26/2014,11:58,381,13,10
5/26/2016,9:59,121,46,9
8/3/2016,14:28,189,12,3
9/25/2014,9:08,156,47,1
4/6/2016,16:22,89,14,10
6/15/2015,12:12,158,27,3
2/12/2016,14:17,112,41,5
2/11/2016,11:23,356,47,4
1/6/2016,10:24,149,18,1
2/10/2015,14:16,1,11,2
9/21/2015,15:03,162,31,1
10/21/2015,16:23,277,4,3
1/11/2017,14:32,538,55,5
1/8/2015,13:21,325,15,4
1/27/2016,14:05,187,6,3
6/1/2015,10:01,73,35,6
10/25/2014,13:32,55,7,10
4/13/2015,14:59,157,50,8
10/29/2013,9:19,483,9,6
5/8/2016,11:43,351,24,2
2/26/2013,13:44,203,31,7
11/21/2015,12:54,515,38,2
9/24/2015,11:30,385,16,2
12/25/2013,11:36,327,20,4
8/27/2015,14:42,303,50,2
9/12/2013,11:24,21,19,8
10/8/2016,13:38,338,38,9
7/15/2015,13:26,423,51,9
4/23/2014,10:07,189,34,3
9/24/2013,13:07,511,29,2
1/24/2013,13:41,420,51,6
6/13/2013,11:44,78,42,8
11/27/2016,10:59,41,41,3
4/16/2014,9:46,243,17,1
5/16/2016,9:42,19,50,7
9/11/2015,13:36,18,37,5
4/29/2015,11:41,152,21,2
10/14/2014,13:23,520,39,1
8/25/2014,12:29,227,5,10
12/19/2015,15:29,442,22,5
3/30/2015,13:33,134,4,4
4/24/2014,10:10,301,51,2
8/30/2014,14:24,426,41,7
6/18/2015,9:34,169,46,1
3/22/2014,13:57,209,20,1
6/19/2015,16:42,391,30,2
9/4/2013,16:34,436,3,7
11/27/2015,16:09,384,8,5
5/30/2013,11:10,45,21,6
1/8/2017,15:44,359,22,8
3/8/2014,15:48,189,46,7
12/21/2016,13:31,307,30,5
6/2/2014,13:36,539,33,8
8/25/2013,12:32,373,1,2
12/4/2014,14:31,126,33,9
9/10/2014,13:21,97,42,6
1/28/2017,13:00,494,49,5
8/17/2014,16:20,97,13,3
7/25/2016,14:28,203,7,1
10/24/2016,14:46,306,8,4
4/5/2016,10:09,107,45,7
4/22/2016,16:56,212,17,10
6/15/2016,12:31,214,18,7
7/7/2013,15:18,297,48,7
2/19/2015,16:54,210,18,2
5/25/2013,9:31,137,21,1
11/5/2016,9:23,179,52,1
8/7/2013,12:22,204,56,3
9/22/2014,15:47,105,21,9
2/16/2015,11:32,37,31,4
4/9/2013,16:32,417,18,5
3/26/2015,15:14,72,44,5
9/5/2015,10:43,44,17,8
5/3/2015,12:16,469,47,1
8/27/2016,15:04,398,14,1
2/3/2015,14:13,3,40,5
10/28/2014,11:45,399,6,4
1/13/2013,9:06,203,42,1
2/2/2016,11:35,504,9,8
12/23/2015,16:37,74,55,8
6/17/2016,10:52,101,26,9
7/24/2014,12:05,484,39,3
11/7/2014,10:33,390,10,2
3/18/2015,16:37,313,29,10
1/22/2016,9:43,31,6,8
5/23/2016,15:49,228,23,5
10/15/2013,9:40,336,18,1
1/10/2013,12:34,541,50,8
6/29/2014,16:28,60,54,5
8/27/2015,14:12,186,57,3
9/11/2014,15:49,172,41,8
12/20/2015,16:00,402,42,6
11/27/2015,14:56,122,55,7
3/16/2015,16:06,138,56,7
5/14/2016,10:39,386,43,10
7/26/2013,16:41,314,7,1
8/27/2015,13:18,394,24,10
6/23/2013,11:18,500,57,3
5/4/2014,10:39,249,28,2
4/1/2013,14:36,66,37,3
10/31/2016,15:24,252,44,7
1/2/2013,13:36,354,34,1
1/11/2013,15:39,330,28,4
8/2/2015,12:08,478,20,6
5/10/2014,13:12,30,49,6
10/31/2016,15:47,535,37,5
3/5/2015,15:56,12,17,2
10/11/2013,14:19,318,22,10
12/27/2014,10:01,487,32,10
6/1/2013,16:46,53,51,5
4/13/2013,15:31,513,36,10
1/12/2017,14:49,335,5,5
2/27/2016,9:16,359,53,7
11/30/2013,12:37,271,15,6
2/17/2013,9:28,534,47,7
6/19/2013,16:58,265,14,7
10/25/2015,14:38,67,3,1
8/7/2014,15:05,188,57,1
6/28/2016,9:18,352,2,4
11/29/2014,14:22,253,31,9
4/25/2015,11:56,491,22,3
8/27/2016,14:21,211,47,9
2/16/2016,11:54,90,30,3
8/19/2014,9:14,75,33,4
9/3/2013,10:05,66,5,9
2/28/2016,13:26,513,7,2
11/2/2013,11:29,210,52,9
10/30/2016,12:32,334,55,10
6/2/2014,13:07,524,52,10
12/25/2015,9:46,137,37,6
5/26/2016,9:19,503,5,6
8/3/2016,16:37,441,42,8
9/27/2016,11:49,484,12,10
4/14/2014,11:54,302,35,5
4/22/2014,15:01,272,25,2
5/1/2013,16:38,426,19,4
10/27/2013,11:12,376,11,10
8/9/2015,11:16,477,2,6
11/21/2013,12:35,535,46,4
6/11/2013,10:33,138,25,2
6/30/2015,10:46,307,49,1
4/19/2016,16:49,11,51,10
10/12/2016,10:19,78,31,8
10/14/2015,13:30,161,33,3
7/7/2016,16:18,548,49,2
4/14/2015,9:59,202,48,1
3/24/2016,11:29,31,40,7
5/1/2014,13:16,272,45,7
6/21/2015,9:23,185,30,3
6/2/2015,10:48,8,18,3
5/24/2013,9:19,476,21,5
11/24/2014,15:59,472,3,9
6/7/2013,13:42,475,48,4
11/5/2014,16:46,385,8,2
6/26/2014,13:46,468,33,8
3/20/2014,13:07,537,20,5
10/25/2015,12:02,79,47,4
12/28/2013,16:57,178,24,3
1/18/2016,10:14,339,31,2
1/3/2015,13:18,47,43,7
7/19/2014,13:35,50,40,2
2/5/2013,10:11,235,31,9
11/23/2015,12:39,216,30,10
7/20/2016,10:41,108,6,4
11/9/2016,10:37,108,54,6
5/14/2013,13:02,413,49,9
12/10/2014,15:50,113,37,8
11/5/2015,9:16,411,42,3
6/26/2013,10:36,220,45,3
5/28/2013,13:03,272,18,10
8/31/2016,9:25,18,19,2
2/18/2015,12:46,254,27,10
1/11/2013,16:00,106,13,4
3/5/2013,11:41,27,16,8
2/5/2014,15:12,133,14,4
9/24/2016,10:31,112,50,7
11/14/2014,9:54,153,15,2
11/28/2013,12:43,124,29,6
7/24/2014,11:54,118,19,5
5/22/2013,13:14,85,7,10
7/29/2013,9:53,131,29,8
8/28/2013,9:06,175,53,3
12/20/2013,11:23,27,41,4
8/12/2015,14:57,360,50,1
5/23/2014,13:14,422,34,10
4/4/2016,12:26,150,41,4
3/2/2013,12:38,127,28,4
7/3/2013,9:17,513,31,5
9/9/2016,13:40,26,23,8
6/6/2013,10:53,304,8,9
4/24/2016,14:35,5,7,6
7/22/2015,13:18,59,34,10
7/20/2014,11:08,55,15,7
1/12/2017,16:39,192,18,9
6/28/2013,14:24,101,43,1
12/31/2016,11:43,48,42,5
1/28/2014,13:40,325,41,8
2/26/2014,16:17,102,56,6
9/17/2013,13:09,5,37,4
8/14/2013,15:21,304,42,7
10/7/2013,11:41,340,51,6
1/21/2017,14:18,69,2,6
10/13/2016,9:57,178,37,2
4/18/2016,14:16,29,2,5
11/7/2013,10:44,10,21,2
2/16/2015,13:47,272,11,6
9/27/2013,13:34,195,26,4
5/27/2016,12:41,507,5,2
10/10/2013,12:06,531,6,2
4/10/2016,14:30,304,44,8
10/21/2014,11:49,55,32,3
12/24/2015,11:22,533,36,9
